task_id,map_name,mutation_factors,commanders,enemy_ai,difficulty_score,notes,is_verified,verifier,battle_experience,是否为裂隙突变
69afe756569f43be9ede3afa9f12ca8e,天界封锁,"'轨道轰炸', '伤害散射', '杀戮机器人', '力量蜕变'","'斯旺', '诺娃'",大师机械,3,3-4，这两个指挥官送杀戮很头大，斯旺修硬抗也伤,,,,
3dae862bb54f42d99c3a1d3c19e4ca47,虚空撕裂,"'轨道轰炸', '默哀', '时空立场'","'雷诺', '德哈卡'",族长之军,1,0，德哈卡宿主无脑单刷，面板不需要停,,,,
f3d6050c366949eab82f1ee7174457d7,湮灭快车,"'晶矿护盾', '闪避机动', '来去无踪'","'凯拉克斯', '阿巴瑟'",突击团,1,0,,,,
655f73bede184a93887ec6b5fb44895d,机会渺茫,"'灵能爆表', '混乱工作室', '复仇战士'","'斯托科夫', '阿巴瑟'",滋生腐化,4,,,,,
4362fee828a4411f99867c38ae20519c,虚空撕裂,'虚空裂隙','凯瑞甘',族长之军,3,3-4,,,,裂隙突变
bdb40cb6691541eea419502e2885ad90,死亡摇篮,"'强行征用', '震荡攻击', '伤害散射', '异形寄生', '杀生业报'","'斯台特曼', '斯托科夫'",族长之军,3,3-4.这两个有散射的话，推图很头大,,,,
e7c29dae9c67431e94c8d0ccf0e555a5,营救矿工,"'轨道轰炸', '时空立场', '来去无踪'","'蒙斯克', '泽拉图'",旧世步兵团,1,0,,,,
2b015efecc974f3da35797c56a8fae93,虚空降临,"'震荡攻击', '丧尸大战', '双重压力'","'斯托科夫', '阿拉纳克'",暗影科技团,1,1，毛子几乎单刷了， 就是后面丧尸头大,,,,
7f157558eb3b4bfd9b3ca6ced8a928fd,聚铁成兵,'飞弹大战','扎加拉',袭扰炮击,1,1,,,,
04d1fe5378004f129804d95ff7a475d9,熔火危机,"'暴风雪', '闪避机动'",'泽拉图',族长之军,2,2，熔火暴风雪捡水晶纯折磨,,,,
7e6d60456fe94043a6d14afa11459b87,天界封锁,"'强磁雷场', '超远视距'",'雷诺',肆虐扩散,1,0，z视距不厉害,,,,裂隙突变
c78808a1a6014dc7a2534a6948e081d8,黑暗杀星,"'超远视距', '短视症', '虚空裂隙', '双重压力'","'斯托科夫', '凯拉克斯'",遮天蔽日,4,3-4.杀星厉害很强，短视影响绕ob，毛子给共生体视野还是不大 ,yes,风莽,,裂隙突变
1e1ff8e6edcb4d28b5af5664d4771f86,黑暗杀星,"'自毁程序', '伤害散射', '黑死病'","'泰凯斯', '霍纳与汉'",帝国战斗群,2,,,,,
4920f610e66b40fe9259e3a02e36832b,天界封锁,"'默哀', '复仇战士', '虚空裂隙'","'蒙斯克', '雷诺'",风暴迫临,2,1,,,,裂隙突变
a08b0cf559194c2588e47a6c20fa2570,熔火危机,"'核弹打击', '风暴英雄', '轨道轰炸', '复仇战士', '鼓舞人心'","'扎加拉', '沃拉尊'",风暴迫临,3,3-4，空军ai加鼓舞，这两个对空很头大，核弹捡水晶也是蛋疼,,,,
e6f00ccc15f74c3b80fc484872d1541d,湮灭快车,"'虚空裂隙', '晶矿护盾', '丧尸大战', '速度狂魔'","'德哈卡', '菲尼克斯'",战争机械团,2,1-2，厉害一点的玩家能单刷了,,,,裂隙突变
e2dc695a54144758b3ba6151204498bb,机会渺茫,"'轨道轰炸', '给我死吧', '黑死病'","'阿巴瑟', '雷诺'",风暴迫临,2,2,,,,
f38a6f213f7949a19c194ec64434dad7,虚空撕裂,"'激光钻机', '幸运红包', '光子过载'","'扎加拉', '泰凯斯'",艾尔先锋,1,0（内个最低分数是1哈～）,,,,
4be84789c6d9473e9a91812ceaa33574,机会渺茫,"'给我死吧', '强磁雷场', '杀生业报'","'诺娃', '斯旺'",卡莱的希望,2,1,,,,裂隙突变
c1a673f37045451bb7d3100cfa907bd6,净网行动,"'扫雷专家', '龙卷风暴', '默哀', '行尸走肉', '杀戮机器人'","'斯托科夫', '泽拉图'",艾尔先锋,1,1,,,,
614e4ea3c3f94feab1ec26919f86ff57,死亡摇篮,"'丧尸大战', '激光钻机', '风暴英雄'","'雷诺', '斯旺'",战争机械团,3,3-4,,,,
c8e0c95275c94d1d8d7335c056a705ab,机会渺茫,"'力量蜕变', '复仇战士'",'阿巴瑟',肆虐扩散,3,2-3,,,,
d084e14f537d4bcab6b986cc4d025e42,死亡摇篮,"'强磁雷场', '异形寄生'",'霍纳与汉',暗影袭扰,3,3,,,,裂隙突变
7400cac2433140f2866ad44a20d6469e,营救矿工,"'默哀', '灵能爆表', '光子过载', '同化体'","'阿巴瑟', '诺娃'",帝国战斗群,2,0,,,,
b6836da24f614f739bf9b709282abada,营救矿工,"'礼尚往来', '生命汲取', '光子过载'","'菲尼克斯', '斯台特曼'",旧世步兵团,2,1,,,,
7593cde004bc4e86a9a08c08d662f319,虚空降临,"'虚空重生者', '相互摧毁', '强磁雷场', '行尸走肉'","'德哈卡', '菲尼克斯'",大师机械,2,1,,,,
851e2ebc4245492b834d237758107571,升格之链,"'给我死吧', '异形寄生', '同化体'","'凯拉克斯', '蒙斯克'",族长之军,4,4-5，但是这玩意儿能和楼下那个抽象的净网一桌吗？,,,,
4a9a341398534167bbf9b5f98e6dcd47,聚铁成兵,"'飞弹大战', '来去无踪', '闪避机动', '强磁雷场', '龙卷风暴'","'斯台特曼', '泰凯斯'",袭扰炮击,2,1,,,,
b155890c9baa40e1be419ebfcd745bad,克哈裂痕,"'复仇战士', '净化光束', '强行征用', '速度狂魔', '致命勾引'","'雷诺', '斯台特曼'",步战机甲,2,1-2,,,,
5f94df7400e64454ad640143672deee4,湮灭快车,"'伤害散射', '轨道轰炸'",'泰凯斯',帝国战斗群,2,2,,,,
6e28a1ba6f7844369ff18a1e7befa67e,净网行动,"'无边恐惧', '黑死病', '生命汲取', '激光钻机', '混乱工作室'","'德哈卡', '阿拉纳克'",滋生腐化,4,,,,,
fccf8f66dffc429389c044463881cd5f,机会渺茫,"'时间扭曲', '给我死吧', '风暴英雄', '时空立场', '岩浆爆发'","'斯旺', '斯台特曼'",袭扰炮击,2,2分 ai是斯旺纸飞机绝对舒适区 台打这个太简单,yes,风莽,,
21ae1cd7a9e242fa8591e5d216632d8b,湮灭快车,"'来去无踪', '丧尸大战', '复仇战士', '风暴英雄', '核弹打击'","'凯瑞甘', '凯拉克斯'",帝国战斗群,3,3分 在战争建筑师的绝对优势区,yes,风莽,,
7f0482209f9a41aeb89faa8a13fb39a3,亡者之夜,"'激光钻机', '闪避机动', '风暴英雄', '灵能爆表'","'凯瑞甘', '阿拉纳克'",袭扰炮击,4,,,,,
8089184b1f524e94a904ed8eb11270bb,净网行动,"'坚强意志', '超远视距', '扫雷大战', '相互摧毁', '强磁雷场'","'沃拉尊', '斯旺'",突击团,3,3分 比较吃斯旺的熟练度 需要提前做细节,yes,风莽,,
5721b4db0f2b4e6a93d58cb4256f08e8,熔火危机,"'减伤屏障', '双重压力'","'扎加拉', '菲尼克斯'",战争机械团,1,,,,,
4a01e9126f5a41b1b5c766843831eb19,虚空撕裂,"'时空立场', '礼尚往来', '核弹打击'","'蒙斯克', '德哈卡'",步战机甲,2,,,,,
77973d4b69bc420db3c94e2687fdd58c,升格之链,"'净化光束', '核弹打击', '黑死病'",'阿拉纳克',暗影袭扰,3,,,,,
1dc2caec50da4200bf881298e6a5c621,克哈裂痕,"'净化光束', '强行征用', '给我死吧'",'斯旺',袭扰炮击,2,,,,,
d7dfd7f1679645308ff065b3697e7b0b,湮灭快车,"'生命汲取', '净化光束', '同化体', '暴风雪'","'凯瑞甘', '扎加拉'",侵略虫群,2,,,,,
45d33c99bb34490aabb8b26fccf542ec,虚空撕裂,"'杀生业报', '双重压力', '震荡攻击'","'扎加拉', '阿塔尼斯'",战争机械团,2,,,,,
2e06d277092545e8bebac66404362b62,机会渺茫,"'净化光束', '礼尚往来', '自毁程序'","'阿拉纳克', '菲尼克斯'",旧世机械团,2,,,,,
c91900783c824a41aaf53d109dace06d,湮灭快车,"'复仇战士', '晶矿护盾', '虚空重生者', '强行征用'","'阿塔尼斯', '蒙斯克'",暗影袭扰,2,,,,,
d1282fae440b45739578cd85472a8f82,死亡摇篮,"'风暴英雄', '速度狂魔', '减伤屏障'","'凯拉克斯', '阿塔尼斯'",旧世步兵团,3,,,,,
8e8a6cc214524f919f490247d5d3a12d,往日神庙,"'无边恐惧', '灵能爆表'","'菲尼克斯', '阿塔尼斯'",暗影科技团,2,,,,,
a76f51afb62e484580121fc44c103c13,聚铁成兵,"'强行征用', '净化光束'",'泰凯斯',风暴迫临,1,,,,,
7fc3c070a32a4104b884c64b4512c513,死亡摇篮,"'伤害散射', '鼓舞人心', '幸运红包', '力量蜕变'","'蒙斯克', '雷诺'",袭扰炮击,2,,,,,
eec666eed771425e8b0bfa9a82cce8e1,死亡摇篮,"'相互摧毁', '混乱工作室', '自毁程序', '复仇战士'","'扎加拉', '斯旺'",艾尔先锋,4,,,,,
d4a8e2aaa7354931b57a8ef6c381df0e,机会渺茫,"'异形寄生', '轨道轰炸', '暗无天日'","'阿拉纳克', '泰凯斯'",卡莱的希望,1,,,,,
cc5c84caeac346ceaae26907b61141a5,虚空撕裂,"'强行征用', '杀生业报', '核弹打击', '默哀'","'凯瑞甘', '菲尼克斯'",帝国战斗群,3,,,,,
77926a2b48fb4e29a0d5e6ea6df43066,升格之链,"'混乱工作室', '岩浆爆发'",'阿巴瑟',步战机甲,2,,,,,
f2d7841bb1a74df0956d29c16d9a729a,死亡摇篮,"'灵能爆表', '光子过载'",'阿拉纳克',肆虐扩散,3,,,,,
b5adcf1ed20642939e34b107e38fb37e,黑暗杀星,"'扫雷专家', '焦土政策', '时间扭曲'","'斯旺', '阿巴瑟'",风暴迫临,2,,,,,
ad21fb876c854aedbe8d67106fdd7e82,营救矿工,"'黑死病', '异形寄生', '伤害散射'",'斯托科夫',遮天蔽日,3,,,,,
742dc63710754b3cac938fd0e5336d28,虚空撕裂,"'闪避机动', '光子过载'","'沃拉尊', '德哈卡'",遮天蔽日,1,,,,,
0fdf231dba93434b8bf424c5c0c5e892,黑暗杀星,"'力量蜕变', '核弹打击', '礼尚往来'","'凯瑞甘', '沃拉尊'",侵略虫群,2,,,,,
2ce40e2be4ad466691bd12d9e18a1f17,营救矿工,"'速度狂魔', '晶矿护盾', '相互摧毁', '给我死吧', '核弹打击', '扫雷专家'","'德哈卡', '斯台特曼'",帝国战斗群,3,,,,,
4ac5cf9e96e24e7fa6bc5454d894d003,天界封锁,"'同化体', '闪避机动'","'阿拉纳克', '凯拉克斯'",艾尔先锋,1,,,,,
a3adc6611b954eada041a1148f06add5,天界封锁,"'杀戮机器人', '复仇战士', '暗无天日', '岩浆爆发'","'斯托科夫', '泰凯斯'",艾尔先锋,1,,,,,
157edd3fa4e44db387cdb7f1f2edb7be,黑暗杀星,"'生命汲取', '速度狂魔', '进攻部署', '扫雷专家'","'阿塔尼斯', '蒙斯克'",遮天蔽日,2,,,,,
d0d32a2064dd491a9924507929abda4f,净网行动,"'给我死吧', '虚空裂隙'","'斯托科夫', '阿塔尼斯'",旧世机械团,3,,,,,裂隙突变
af48542858634f8cb47d59da5d43516c,机会渺茫,"'暴风雪', '光子过载', '净化光束'","'菲尼克斯', '诺娃'",旧世机械团,1,,,,,
0f675515109444f0a5944fd18f745069,湮灭快车,"'强行征用', '坚强意志', '行尸走肉', '复仇战士', '震荡攻击', '相互摧毁'","'凯瑞甘', '阿拉纳克'",帝国战斗群,3,,,,,
4266a6a51cb049449ab6cc394b90b8d5,亡者之夜,"'闪避机动', '强磁雷场', '暗无天日'","'雷诺', '沃拉尊'",侵略虫群,2,,,,,
1f7ea1f1976b4764a691c2154b198746,净网行动,"'速度狂魔', '强磁雷场', '暴风雪'","'蒙斯克', '扎加拉'",爆炸威胁,1,,,,,
8618e6300bcc424f9b74b3701bb992e2,克哈裂痕,"'生命吸取', '给我死吧'",'霍纳与汉',步战机甲,2,,,,,
3e0a1ba44345439a90d22f0c68e3948d,亡者之夜,'速度狂魔',"'斯台特曼', '斯托科夫'",滋生腐化,1,,,,,
80e2aaf42795427aba9ecaa1937afa0a,天界封锁,"'短视症', '轨道轰炸', '进攻部署'","'斯托科夫', '菲尼克斯'",旧世步兵团,1,,,,,
0bdea2fcb3c8468b99ff51f64364aeb6,往日神庙,"'混乱工作室', '超远视距', '杀生业报', '减伤屏障'","'菲尼克斯', '扎加拉'",大师机械,2,,,,,
acb4582117ac44cdaeca4575b17dcf97,湮灭快车,"'丧尸大战', '杀戮机器人', '核弹打击', '晶矿护盾', '超远视距', '自毁程序'","'沃拉尊', '斯台特曼'",步战机甲,3,,,,,
14f1e9f356c5462d80aee0e4645deab2,虚空降临,"'双重压力', '默哀', '短视症'","'斯台特曼', '斯托科夫'",滋生腐化,2,,,,,
63927a8a8f2d448493f741760beef189,升格之链,"'超远视距', '礼尚往来'","'德哈卡', '阿巴瑟'",族长之军,2,,,,,
9bc1dd6cb4254edfb5be6ab83898e6ac,死亡摇篮,"'生命吸取', '短视症'","'蒙斯克', '雷诺'",肆虐扩散,1,,,,,
2f4751c3f6fc44daac702fe042061421,虚空降临,"'同化体', '自毁程序', '双重压力', '致命勾引', '光子过载'","'雷诺', '蒙斯克'",肆虐扩散,2,,,,,
f1de416586024704a40ce98201d2303d,往日神庙,"'伤害散射', '相互摧毁', '龙卷风暴', '黑死病'","'霍纳与汉', '泽拉图'",艾尔先锋,4,,,,,
fd9f76c767754f0b8e68decfe0321fca,死亡摇篮,"'给我死吧', '进攻部署', '幸运红包', '无边恐惧', '超远视距'","'扎加拉', '阿拉纳克'",突击团,4,,,,,
79b75635fda448849023849d505e77c2,机会渺茫,"'行尸走肉', '飞弹大战'","'霍纳与汉', '泰凯斯'",侵略虫群,1,,,,,
7d5182132db14ab0a2f13041fc1f704a,死亡摇篮,"'无边恐惧', '双重压力'","'菲尼克斯', '阿拉纳克'",突击团,3,,,,,
55df436c6a524150a267f1a8877ac7fc,往日神庙,"'相互摧毁', '风暴英雄'","'阿巴瑟', '诺娃'",卡莱的希望,1,,,,,
761efce27744453684c6280a041f9a70,死亡摇篮,"'超远视距', '激光钻机', '默哀', '伤害散射'","'雷诺', '阿塔尼斯'",旧世步兵团,3,,,,,
5bc495162fc04b339133a07376a06cc1,营救矿工,"'虚空重生者', '激光钻机'","'凯瑞甘', '凯拉克斯'",艾尔先锋,1,,,,,
1d9bca2255d84d1d8ad90432cfd6a73e,营救矿工,"'无边恐惧', '强磁雷场'",'泰凯斯',大师机械,1,,,,,
16a8080866354c179cac4c25aa7c1c32,净网行动,"'生命汲取', '扫雷专家', '晶矿护盾'",'泽拉图',战争机械团,3,,,,,
aa31d951a0454aecb2e060a09973e271,虚空撕裂,"'杀生业报', '强行征用', '闪避机动', '相互摧毁', '晶矿护盾'","'扎加拉', '雷诺'",族长之军,2,,,,,
40a372d9aaf6405293f8a223991ca69d,黑暗杀星,"'生命汲取', '扫雷专家'","'德哈卡', '霍纳与汉'",卡莱的希望,2,,,,,
d3698afc46ae43af837fb83707497e0e,熔火危机,"'光子过载', '岩浆爆发', '无边恐惧'","'泰凯斯', '德哈卡'",突击团,1,,,,,
15e7d286399347459fce669bbe33fb86,亡者之夜,"'鼓舞人心', '礼尚往来', '净化光束', '给我死吧', '默哀'","'斯台特曼', '阿拉纳克'",暗影袭扰,4,2-4 礼物影响很大,,,,裂隙突变
7cd76daa1c534cb1b87226f72792984f,熔火危机,"'进攻部署', '相互摧毁'","'凯拉克斯', '扎加拉'",暗影袭扰,1,,,,,
b835aff575a04af7a01c47d7a28e91b0,虚空降临,"'净化光束', '坚强意志', '暗无天日'","'蒙斯克', '斯托科夫'",旧世机械团,1,,,,,
fba8cab1b06d4db7a5d3c357bc5ae7b6,湮灭快车,"'复仇战士', '默哀', '混乱工作室', '杀戮机器人', '黑死病', '轨道轰炸'","'霍纳与汉', '雷诺'",侵略虫群,5,,,,,
de950e4884b74b7c9bc77dc0f6e3f76d,升格之链,"'力量蜕变', '闪避机动'","'霍纳与汉', '阿巴瑟'",大师机械,3,,,,,
589eee5405b8452e9b0fa7c97e3f763d,熔火危机,"'来去无踪', '灵能爆表', '焦土政策'","'斯旺', '扎加拉'",大师机械,2,,,,,
1242d60fd4664df0b41b3c3a50a70341,升格之链,"'短视症', '暴风雪', '丧尸大战'","'沃拉尊', '霍纳与汉'",袭扰炮击,2,,,,,裂隙突变
077ef187d0b445b28262f2a62da64f8d,虚空撕裂,"'幸运红包', '双重压力', '生命吸取'","'霍纳与汉', '扎加拉'",侵略虫群,1,,,,,
5c837d1ac47b44348ced0343fd9b8ed2,死亡摇篮,"'礼尚往来', '焦土政策', '龙卷风暴'",'斯托科夫',旧世机械团,2,,,,,
54c4a15a8fa8448499a3c1fe025fd6bf,升格之链,"'暴风雪', '来去无踪', '轨道轰炸', '幸运红包', '鼓舞人心', '超远视距'","'凯瑞甘', '凯拉克斯'",爆炸威胁,1,,,,,
4eb7077b29f74a39911a2456bbe17d21,黑暗杀星,"'岩浆爆发', '灵能爆表', '暗无天日', '复仇战士'","'凯拉克斯', '德哈卡'",族长之军,1,,,,,
bb9f0d04143843bd86ba8b79349c9dc1,营救矿工,"'暗无天日', '时间扭曲', '暴风雪', '进攻部署'","'凯拉克斯', '诺娃'",遮天蔽日,1,,,,,
b39ef5e7bcf141b4b3c9ff1d66ac5e9e,克哈裂痕,"'丧尸大战', '时间扭曲', '虚空重生者', '来去无踪'","'诺娃', '沃拉尊'",步战机甲,1,,,,,
a9f9b99e0e834e27a65c115b5c06b580,亡者之夜,"'黑死病', '扫雷大战', '暗无天日'",'斯托科夫',大师机械,5,,,,,
e8f7e922f8cc4563a613c90f992ea106,亡者之夜,"'相互摧毁', '丧尸大战'",'阿拉纳克',风暴迫临,3,,,,,
f62e0139d1a94f3192dcec90bcfb35f5,亡者之夜,"'生命吸取', '光子过载'",'菲尼克斯',艾尔先锋,2,,,,,
20092a30d74b42ab8605e4cbd6e6f8a2,亡者之夜,"'光子过载', '灵能爆表', '减伤屏障'","'阿塔尼斯', '蒙斯克'",滋生腐化,2,,,,,
8741db7074f94003ad3d50b1477d9f3e,亡者之夜,"'扫雷大战', '无边恐惧'","'凯瑞甘', '泽拉图'",旧世步兵团,1,,,,,
037eaf6f55074ca5a9df4e5cb5263391,升格之链,"'激光钻机', '虚空裂隙', '晶矿护盾', '坚强意志'","'德哈卡', '阿塔尼斯'",帝国战斗群,3,,,,,裂隙突变
bac8be6f670749b7923fe7b56431abfe,营救矿工,"'激光钻机', '黑死病'",'阿拉纳克',族长之军,2,,,,,
4d7b356130c24bbdb838425d767a37a5,熔火危机,"'混乱工作室', '短视症', '杀戮机器人'","'斯台特曼', '扎加拉'",帝国战斗群,3,,,,,
5296f9be028a458d92c12e3c218f81a6,虚空撕裂,"'飞弹大战', '混乱工作室', '给我死吧', '丧尸大战'","'斯旺', '泰凯斯'",暗影科技团,3,,,,,
482a88ba0be746beb9bf8f163fb75eb3,营救矿工,"'时空立场', '虚空裂隙', '时间扭曲', '暗无天日', '扫雷大战'","'德哈卡', '泽拉图'",卡莱的希望,3,,,,,裂隙突变
9f4f127cb95e405db3ada57a9a86dca1,死亡摇篮,"'杀生业报', '光子过载', '速度狂魔', '伤害散射', '时间扭曲', '生命汲取'","'斯旺', '菲尼克斯'",滋生腐化,3,,,,,
c98e57a8587c477e9f93226aca0a120a,虚空降临,"'杀生业报', '虚空重生者', '轨道轰炸'","'凯瑞甘', '雷诺'",艾尔先锋,2,,,,,
7686a28706ef41a2af0edc60b4aa0ef7,机会渺茫,"'复仇战士', '闪避机动', '超远视距', '净化光束'","'诺娃', '斯旺'",卡莱的希望,2,,,,,
3545ef828ef84f93b127141aa955a2d9,虚空降临,"'混乱工作室', '暗无天日', '鼓舞人心', '无边恐惧'","'沃拉尊', '阿巴瑟'",战争机械团,2,,,,,
666c74a1728e436ebcc5c0b6e1b22212,机会渺茫,"'默哀', '闪避机动', '虚空重生者'","'斯旺', '蒙斯克'",爆炸威胁,2,,,,,
f38e9a502cbf42c8a49882f7ebbb6d7d,虚空撕裂,"'时间扭曲', '飞弹大战', '黑死病', '激光钻机'","'沃拉尊', '阿巴瑟'",遮天蔽日,3,,,,,
e6ee92d5ad604c9cb2d542699db28f80,营救矿工,"'扫雷大战', '黑死病', '坚强意志'",'雷诺',艾尔先锋,5,,,,,
9ed586693c0e4f0a9acedc7a3b0f92ed,黑暗杀星,"'暗无天日', '幸运红包', '默哀', '轨道轰炸', '光子过载'","'斯托科夫', '泰凯斯'",袭扰炮击,2,,,,,
5c940bd9a7bd478fbfcf1d858157e56a,亡者之夜,"'丧尸大战', '超远视距', '进攻部署', '岩浆爆发'","'斯旺', '阿塔尼斯'",袭扰炮击,3,,,,,
460efafd0c044b8d9fcb2c66453df5c7,聚铁成兵,"'行尸走肉', '龙卷风暴', '暴风雪', '闪避机动'",'斯台特曼',暗影科技团,2,,,,,裂隙突变
e2f566e4d9d94b7694327836082c45a3,虚空撕裂,"'净化光束', '同化体'","'德哈卡', '斯旺'",大师机械,1,,,,,
5486e1a6621e4ca0869626fad0fa32f6,亡者之夜,"'自毁程序', '时间扭曲', '杀戮机器人'","'蒙斯克', '斯托科夫'",艾尔先锋,4,,,,,
1a96219aed1d4ed695c67201fa40fdce,虚空撕裂,"'强磁雷场', '幸运红包', '双重压力', '同化体'","'霍纳与汉', '斯托科夫'",旧世步兵团,2,,,,,
34f477065ea34b3887c967acca812453,黑暗杀星,"'龙卷风暴', '力量蜕变', '超远视距', '灵能爆表'","'凯拉克斯', '沃拉尊'",大师机械,3,,,,,
c9f7a3c5f6654e0685882cd05bc1bb40,死亡摇篮,"'黑死病', '扫雷大战', '暴风雪', '行尸走肉', '给我死吧'",'斯台特曼',步战机甲,4,,,,,
1f02d6fdc2394fac89b779099599da5c,熔火危机,"'核弹打击', '速度狂魔'",'阿拉纳克',族长之军,2,,,,,
8daf2ed63e5d4057a5e470496796bf95,熔火危机,"'混乱工作室', '生命汲取', '力量蜕变'","'阿拉纳克', '阿塔尼斯'",突击团,2,,,,,
d0aa1c4efd154b2f905bd812435dc8f7,虚空降临,"'时空立场', '闪避机动', '风暴英雄', '强行征用'","'斯旺', '菲尼克斯'",旧世机械团,2,,,,,
95431c3cee284e949fba377c7b48b505,营救矿工,"'伤害散射', '黑死病', '鼓舞人心', '异形寄生'","'蒙斯克', '德哈卡'",战争机械团,2,,,,,
5d08cb2f57d248acba9a9108d71425ef,聚铁成兵,"'岩浆爆发', '闪避机动', '默哀', '强行征用', '双重压力'","'德哈卡', '阿巴瑟'",步战机甲,2,,,,,
4cc4ea4ab65846638197fec6017d07f8,湮灭快车,"'混乱工作室', '暗无天日', '无边恐惧', '激光钻机'","'斯托科夫', '斯台特曼'",爆炸威胁,3,,,,,裂隙突变
a4419f04af2e4edeb8fef38172ec14fa,营救矿工,"'光子过载', '超远视距'","'德哈卡', '沃拉尊'",旧世步兵团,2,,,,,
4d150e02573b437cb33adde5c7029646,虚空降临,"'激光钻机', '默哀', '净化光束', '伤害散射'","'蒙斯克', '雷诺'",突击团,2,,,,,
d4b2eaba7c604768a7510948c122e240,虚空撕裂,"'扫雷专家', '虚空裂隙', '风暴英雄', '默哀'","'阿拉纳克', '扎加拉'",步战机甲,4,,,,,
a516ced7f75347d2bc734708bf4f9f00,克哈裂痕,"'扫雷专家', '生命吸取'","'蒙斯克', '扎加拉'",侵略虫群,1,清完12点雷autowin,,,,
33645602180e4f7089e4019800fef39c,湮灭快车,"'闪避机动', '生命吸取', '行尸走肉', '虚空重生者'","'菲尼克斯', '诺娃'",突击团,3,,,,,
2576f023031b43ee9d18244ef41598f6,熔火危机,"'龙卷风暴', '岩浆爆发', '轨道轰炸', '净化光束'","'菲尼克斯', '德哈卡'",侵略虫群,2,,,,,
